group_id,artifact_id,version_number
jline,jline,0.9.92
jmock,jmock,1.0.0
jmimemagic,jmimemagic,0.1.1
info.android15.nucleus,nucleus-support-v4,2.0.3
jline,jline,2.12.1
cc.mallet,mallet,2.0.7
jline,jline,0.9.93
jmimemagic,jmimemagic,0.1.2
jmock,jmock,1.0.0.RC1
info.android15.nucleus,nucleus-support-v4,2.0.4
cc.mallet,mallet,2.0.7-RC2
jline,jline,0.9.94
jmock,jmock,1.0.1
info.android15.nucleus,nucleus-support-v4,2.0.5
cc.mallet,mallet,2.0.8
jline,jline,1.0
jmock,jmock,1.1.0
joda-time,joda-time,0.95
info.android15.nucleus,nucleus-support-v4,2.0.5beta
joda-time,joda-time,1.0
jmock,jmock,1.2.0
jline,jline,2.10
jotm,jotm,1.5.3
fr.avianey,bitboard4j,1.0.0
junit,junit-dep,4.8.2
info.android15.nucleus,nucleus-support-v4,2.0.6
joda-time,joda-time,1.1
jline,jline,2.11
jotm,jotm,2.0.10
jpox,jpox,1.0.0
info.android15.nucleus,nucleus-support-v4,3.0.0
jmock,jmock,20031129.200437
joda-time,joda-time,1.2
jline,jline,2.12
jpox,jpox,1.0.0-beta-1
jmock,jmock,2004-03-19
info.android15.nucleus,nucleus-support-v4,3.0.0-beta
joda-time,joda-time,1.2.1
jpox,jpox,1.0.0-beta-4
joda-time,joda-time,1.3
jmock,jmock,usedbypico
info.android15.nucleus,nucleus-support-v4,3.0.1
jpox,jpox,1.0.2
jline,jline,2.13
joda-time,joda-time,1.4
info.android15.nucleus,nucleus-support-v4,4.0.0
jpox,jpox,1.0.3
joda-time,joda-time,1.5
jline,jline,2.14
jpox,jpox,1.0.4
fr.avianey.com.viewpagerindicator,library,2.4.1
jline,jline,2.14.1
joda-time,joda-time,1.5.1
jpox,jpox,1.1.0-alpha-2
fr.avianey.com.viewpagerindicator,library,2.4.1.1
info.android15.nucleus,nucleus-support-v7,1.1.0
com.4ert,easypicker,0.1
joda-time,joda-time,1.5.2
jline,jline,2.14.2
jpox,jpox,1.1.0-alpha-4
com.4ert,easypicker,0.2.1
info.android15.nucleus,nucleus-support-v7,1.1.1
joda-time,joda-time,1.6
jpox,jpox,1.1.0-beta-1
jline,jline,2.6
com.4ert,easypicker,0.2.3
joda-time,joda-time,1.6.1
info.android15.nucleus,nucleus-support-v7,1.1.2
jpox,jpox,1.1.0-beta-2
jline,jline,2.7
com.4ert,easypicker,0.2.4
jpox,jpox,1.1.8
jpox,jpox,1.1.0-beta-3
joda-time,joda-time,1.6.2
info.android15.nucleus,nucleus-support-v7,1.3.0
jline,jline,2.8
jpox,jpox,1.1.0-beta-4
joda-time,joda-time,2.0
info.android15.nucleus,nucleus-support-v7,1.3.1
jline,jline,2.9
com.4ert,sfcdialog,0.1.1
joda-time,joda-time,2.1
info.android15.nucleus,nucleus-support-v7,1.3.2
jline,jline,3.0.0.M1
info.android15.nucleus,nucleus-support-v7,1.3.3
joda-time,joda-time,2.2
joda-time,joda-time,2.3
info.android15.nucleus,nucleus-support-v7,2.0.0
joda-time,joda-time,2.4
info.android15.nucleus,nucleus-support-v7,2.0.0-beta
junit,junit,3.7
jpox,jpox,1.1.2
junit,junit,3.8
info.android15.nucleus,nucleus-support-v7,2.0.0-beta2
joda-time,joda-time,2.5
junitperf,junitperf,1.8
junit,junit,3.8.1
joda-time,joda-time,2.6
info.android15.nucleus,nucleus-support-v7,2.0.0-beta3
jpox,jpox,1.1.4
junit,junit,3.8.2
jwebunit,jwebunit,1.1.1
jpox,jpox,1.1.5
info.android15.nucleus,nucleus-support-v7,2.0.0-beta4
joda-time,joda-time,2.7
junit,junit,4.0
jpox,jpox,1.1.6
info.android15.nucleus,nucleus-support-v7,2.0.0-beta5
joda-time,joda-time,2.8
junit,junit,4.1
jpox,jpox,1.1.7
info.android15.nucleus,nucleus-support-v7,2.0.0-beta6
junit,junit,4.10
joda-time,joda-time,2.8.1
info.android15.nucleus,nucleus-support-v7,2.0.0-beta7
joda-time,joda-time,2.8.2
junit,junit,4.11
jpox,jpox,1.1.9
info.android15.nucleus,nucleus-support-v7,2.0.0-beta8
jpox,jpox,1.1.9-1
joda-time,joda-time,2.9
junit,junit,4.11-beta-1
la.alsocan,json-shapeshifter,0.1.0
jpox,jpox,1.2.0-beta-1
joda-time,joda-time,2.9.1
info.android15.nucleus,nucleus-support-v7,2.0.1
junit,junit,4.12
la.alsocan,json-shapeshifter,0.1.1
joda-time,joda-time,2.9.2
info.android15.nucleus,nucleus-support-v7,2.0.2
junit,junit,4.12-beta-1
joda-time,joda-time,2.9.3
info.android15.nucleus,nucleus-support-v7,2.0.3
junit,junit,4.12-beta-2
joda-time,joda-time,2.9.4
info.android15.nucleus,nucleus-support-v7,2.0.4
junit,junit,4.12-beta-3
info.android15.nucleus,nucleus-support-v7,2.0.5
junit,junit,4.2
joda-time,joda-time-hibernate,0.8
jboss,jboss-jmx,3.0.4
junit,junit,4.3
info.android15.nucleus,nucleus-support-v7,2.0.5beta
joda-time,joda-time-hibernate,1.0
junit,junit,4.5
jboss,jboss-jmx,3.2.1
junit,junit,4.3.1
joda-time,joda-time-hibernate,1.1
info.android15.nucleus,nucleus-support-v7,2.0.6
jboss,jboss-jmx,4.0.2
junit,junit,4.4
joda-time,joda-time-hibernate,1.2
info.android15.nucleus,nucleus-support-v7,3.0.0
jboss,jboss-jmx,4.2.2.GA
joda-time,joda-time-hibernate,1.3
info.android15.nucleus,nucleus-support-v7,3.0.0-beta
junit,junit,4.6
log4j,log4j,1.1.3
info.android15.nucleus,nucleus-support-v7,3.0.1
joda-time,joda-time-hibernate,1.4
junit,junit,4.7
log4j,log4j,1.2.11
junit,junit,4.8
info.android15.nucleus,nucleus-support-v7,4.0.0
log4j,log4j,1.2.12
joda-time,joda-time-jsptags,1.0
junit,junit,4.8.1
log4j,log4j,1.2.13
joda-time,joda-time-jsptags,1.0.1
log4j,log4j,1.2.14
junit,junit,4.8.2
log4j,log4j,1.2.15
junit,junit,4.9
joda-time,joda-time-jsptags,1.1
log4j,log4j,1.2.16
joda-time,joda-time-jsptags,1.1.1
junit,junit-dep,4.10
log4j,log4j,1.2.17
log4j,log4j,1.2.4
log4j,log4j,1.2.5
junit,junit-dep,4.4
math.geom2d,javaGeom,0.11.1
log4j,log4j,1.2.6
junit,junit-dep,4.5
log4j,log4j,1.2.7
junit,junit-dep,4.6
log4j,log4j,1.2.8
log4j,log4j,1.2.9
junit,junit-dep,4.7
junit,junit-dep,4.8
junit,junit-dep,4.8.1
maven-taglib,maven-taglib-plugin,1.1
cn.bingoogolapple,zbar,1.0.0
maven-taglib,maven-taglib-plugin,1.2.1
cn.bingoogolapple,zbar,1.0.1
junit,junit-dep,4.9
maven-taglib,maven-taglib-plugin,1.2.2
cn.bingoogolapple,zbar,1.0.2
maven-taglib,maven-taglib-plugin,1.3
maven-taglib,maven-taglib-plugin,1.3.2
maven-taglib,maven-taglib-plugin,1.4
maven-taglib,maven-taglib-plugin,1.4.1
maven-taglib,maven-taglib-plugin,1.4.2
fr.baloomba,wsvolley,1.0.0
fr.baloomba,wsvolley,1.1.0
edu.berkeley.nlp,berkeleyparser,r32
fr.baloomba,wsvolley,1.1.1
fr.baloomba,wsvolley,1.1.2
fr.baloomba,wsvolley,1.1.4
mobi.boilr.libdynticker,libdynticker,0.5.0
mobi.boilr,libpricealarm,0.2.0
mobi.boilr.libpricealarm,libpricealarm,0.2.0
mobi.cangol.mobile,actionbar,1.0.2
fr.braindead,websocket-client,1.0.0
javax.cache,cache-api,0.10
fr.braindead,websocket-client,1.0.1
javax.cache,cache-api,0.2
javax.cache,cache-api,0.3
javax.cache,cache-api,0.4
sablecc,sablecc,3.2-1
javax.cache,cache-api,0.5
jboss,jbossmq-client,3.2.3
javax.cache,cache-api,0.6
jboss,jbossmq-client,4.0.2
javax.cache,cache-api,0.61
javax.cache,cache-api,1.0.0-RC1
mx4j,mx4j,2.0-beta-1
mx4j,mx4j,2.0.1
javax.cache,cache-api,0.7
javax.cache,cache-api,0.8
mx4j,mx4j,2.1.1
javax.cache,cache-api,0.9
mx4j,mx4j,3.0.1
javax.cache,cache-api,1.0.0
mx4j,mx4j,3.0.2
javax.cache,cache-api,1.0.0-PFD
mysql,mysql-connector-java,2.0.14
mysql,mysql-connector-java,3.0.10
mysql,mysql-connector-java,3.0.8
mysql,mysql-connector-java,3.1.11
mx4j,mx4j-jmx,1.1
javax.cache,cache-tests,0.2
mysql,mysql-connector-java,3.1.12
mx4j,mx4j-jmx,1.1.1
mysql,mysql-connector-java,3.1.13
mx4j,mx4j-jmx,2.0.1
mockobjects,mockobjects-core,0.07
mysql,mysql-connector-java,3.1.14
mx4j,mx4j-jmx,2.1.1
dk.apaq.vfs,javavfs,1.0.1
mysql,mysql-connector-java,5.0.2
mockobjects,mockobjects-core,0.08dev-20030318
mx4j,mx4j-jmx,3.0.1
mysql,mysql-connector-java,5.0.3
mockobjects,mockobjects-core,0.09
dk.apaq.vfs,javavfs,1.0.4
mysql,mysql-connector-java,5.0.4
mx4j,mx4j-remote,3.0.1
mysql,mysql-connector-java,5.0.5
mysql,mysql-connector-java,5.0.7
nanning,nanning,0.8
mx4j,mx4j-remote,2.0.1
mysql,mysql-connector-java,5.0.8
nanning,nanning,0.9
mysql,mysql-connector-java,5.1.1
mx4j,mx4j-remote,2.1.1
mysql,mysql-connector-java,5.1.10
mysql,mysql-connector-java,5.1.11
mx4j,mx4j-remote,3.0.2
mysql,mysql-connector-java,5.1.12
mysql,mysql-connector-java,5.1.13
mysql,mysql-connector-java,5.1.14
mysql,mysql-connector-java,5.1.15
mysql,mysql-connector-java,5.1.16
mysql,mysql-connector-java,5.1.17
name.didier.david,ndd-check4j,0.2.2
mysql,mysql-connector-java,5.1.18
name.didier.david,ndd-check4j,0.3.0
mysql,mysql-connector-java,5.1.19
mysql,mysql-connector-java,5.1.2
name.didier.david,ndd-check4j,0.3.1
mysql,mysql-connector-java,5.1.20
name.didier.david,ndd-check4j,0.3.2
mysql,mysql-connector-java,5.1.21
name.didier.david,ndd-check4j,0.4.0
mysql,mysql-connector-java,5.1.22
name.didier.david,ndd-check4j,0.4.1
mysql,mysql-connector-java,5.1.23
mysql,mysql-connector-java,5.1.24
name.didier.david,ndd-check4j,0.5.0
mysql,mysql-connector-java,5.1.25
name.didier.david,ndd-check4j,0.5.1
mysql,mysql-connector-java,5.1.26
name.didier.david,ndd-check4j,0.5.2
mysql,mysql-connector-java,5.1.27
name.didier.david,ndd-check4j,0.5.3
mysql,mysql-connector-java,5.1.28
mysql,mysql-connector-java,5.1.29
mysql,mysql-connector-java,5.1.3
mysql,mysql-connector-java,5.1.30
mysql,mysql-connector-java,5.1.31
mysql,mysql-connector-java,5.1.32
mysql,mysql-connector-java,5.1.33
mysql,mysql-connector-java,5.1.34
mysql,mysql-connector-java,5.1.35
mysql,mysql-connector-java,5.1.36
nf.fr.eraasoft,objectpool,1.1.1
mysql,mysql-connector-java,5.1.37
nf.fr.eraasoft,objectpool,1.1.2
mysql,mysql-connector-java,5.1.38
mysql,mysql-connector-java,5.1.39
mysql,mysql-connector-java,5.1.4
mysql,mysql-connector-java,5.1.5
it.cosenonjaviste,tomcat-jwt-security,1.0.0
mysql,mysql-connector-java,5.1.6
mysql,mysql-connector-java,5.1.8
it.cosenonjaviste,tomcat-jwt-security,1.1.0
mysql,mysql-connector-java,5.1.9
it.cosenonjaviste,tomcat-jwt-security,2.0.0
mysql,mysql-connector-java,6.0.2
ognl,ognl,2.1.4
mysql,mysql-connector-java,6.0.3
ognl,ognl,2.2.2
ognl,ognl,2.3.2
oauth.signpost,signpost-commonshttp4,1.1
ognl,ognl,2.4.1
ognl,ognl,2.5.1
ognl,ognl,2.6.3
ognl,ognl,2.6.5
ognl,ognl,2.6.7
kr.motd.maven,os-maven-plugin,1.0.0
activemq,smack,1.4.1
ognl,ognl,2.6.9
kr.motd.maven,os-maven-plugin,1.1.0
activemq,smack,1.5.0
ognl,ognl,2.7
kr.motd.maven,os-maven-plugin,1.1.1
oauth.signpost,signpost-core,1.1
ognl,ognl,2.7.1
kr.motd.maven,os-maven-plugin,1.1.2
ognl,ognl,2.7.2
kr.motd.maven,os-maven-plugin,1.2.0.Final
ognl,ognl,2.7.3
ognl,ognl,3.0
kr.motd.maven,os-maven-plugin,1.2.1.Final
ognl,ognl,3.0.1
kr.motd.maven,os-maven-plugin,1.2.2.Final
kr.motd.maven,os-maven-plugin,1.2.3.Final
ognl,ognl,3.0.10
kr.motd.maven,os-maven-plugin,1.3.0.Final
ognl,ognl,3.0.11
kr.motd.maven,os-maven-plugin,1.4.0.Final
ognl,ognl,3.0.12
kr.motd.maven,os-maven-plugin,1.4.1.Final
ognl,ognl,3.0.13
kr.motd.maven,os-maven-plugin,1.5.0.Final
ognl,ognl,3.0.14
ognl,ognl,3.0.15
biz.gabrys.lesscss,compiler,1.0
ognl,ognl,3.0.16
biz.gabrys.lesscss,compiler,1.1
ognl,ognl,3.0.17
biz.gabrys.lesscss,compiler,1.2
ognl,ognl,3.0.18
opensymphony,oscache,2.0.2
ognl,ognl,3.0.19
opensymphony,oscache,2.1
oro,oro,2.0.6
ognl,ognl,3.0.2
oro,oro,2.0.7
opensymphony,oscache,2.1.1
p6spy,p6spy,0.8
ognl,ognl,3.0.3
oro,oro,2.0.8
p6spy,p6spy,1.0-beta
ognl,ognl,3.0.4
opensymphony,oscache,2.3
p6spy,p6spy,1.1
ognl,ognl,3.0.5
opensymphony,oscache,2.4
p6spy,p6spy,1.3
opensymphony,oscache,2.4.1
ognl,ognl,3.0.6
p6spy,p6spy,2.0-alpha-1
ognl,ognl,3.0.6.1
ognl,ognl,3.0.6.2
p6spy,p6spy,2.0.0
ognl,ognl,3.0.7
p6spy,p6spy,2.0.1
ognl,ognl,3.0.8
p6spy,p6spy,2.0.2
nu.validator,htmlparser,1.4.1
ognl,ognl,3.0.9
piccolo,piccolo,1.0.3
nu.validator,htmlparser,1.4.2
ognl,ognl,3.1
p6spy,p6spy,2.1.0
nu.validator,htmlparser,1.4.3
ognl,ognl,3.1.1
p6spy,p6spy,2.1.1
biz.gabrys.maven.plugins,lesscss-maven-plugin,1.0
nu.validator,htmlparser,1.4.4
ognl,ognl,3.1.10
p6spy,p6spy,2.1.2
biz.gabrys.maven.plugins,lesscss-maven-plugin,1.1
ognl,ognl,3.1.2
p6spy,p6spy,2.1.3
nu.validator.htmlparser,htmlparser,1.0.5
ognl,ognl,3.1.3
nu.validator.htmlparser,htmlparser,1.0.6
p6spy,p6spy,2.1.4
ognl,ognl,3.1.4
nu.validator.htmlparser,htmlparser,1.0.7
p6spy,p6spy,2.2.0
ognl,ognl,3.1.5
nu.validator.htmlparser,htmlparser,1.1.0
p6spy,p6spy,2.3.0
nu.validator.htmlparser,htmlparser,1.2.0
ognl,ognl,3.1.6
nu.validator.htmlparser,htmlparser,1.2.1
ognl,ognl,3.1.7
p6spy,p6spy,2.3.1
nu.validator.htmlparser,htmlparser,1.4
ognl,ognl,3.1.8
ognl,ognl,3.1.9
pmd,pmd,1.04
pnuts,pnuts,1.2
pmd,pmd,1.1
pmd,pmd,1.2.1
pmd,pmd,1.3
io.airlift,units,0.67
pmd,pmd,1.9
postgresql,postgresql,7.2
pmd,pmd,2.1
pmd,pmd,2.3
postgresql,postgresql,7.3
pmd,pmd,3.0
postgresql,postgresql,7.4
pmd,pmd,3.2
postgresql,postgresql,7.4.1-jdbc3
postgresql,postgresql,7.4.1
pmd,pmd,3.4
pmd,pmd,3.5
proxool,proxool,0.8.3
postgresql,postgresql,8.0-312.jdbc3
pmd,pmd,3.6
postgresql,postgresql,8.0-318.jdbc3
pmd,pmd,3.7
postgresql,postgresql,8.1-404.jdbc3
pmd,pmd,3.9
postgresql,postgresql,8.1-407.jdbc3
eu.agrosense.client,lib-dolphin,0.11-NB80
pmd,pmd,4.1
pt.lighthouselabs.obd,obd-java-api,0.1
postgresql,postgresql,8.1-408.jdbc3
eu.agrosense.client,lib-dolphin,0.7-NB72
pmd,pmd,4.1.1
pt.lighthouselabs.obd,obd-java-api,0.10
postgresql,postgresql,8.2-504.jdbc3
pmd,pmd,4.2
eu.agrosense.client,lib-dolphin,0.8-NB72
pt.lighthouselabs.obd,obd-java-api,0.3
postgresql,postgresql,8.2-504.jdbc4
pmd,pmd,4.2.1
eu.agrosense.client,lib-dolphin,0.8.1-NB72
postgresql,postgresql,8.2-507.jdbc3
pt.lighthouselabs.obd,obd-java-api,0.4
pmd,pmd,4.2.2
postgresql,postgresql,8.2-507.jdbc4
eu.agrosense.client,lib-dolphin,0.8.2-NB72
pt.lighthouselabs.obd,obd-java-api,0.5
pmd,pmd,4.2.3
postgresql,postgresql,8.2-511.jdbc3
eu.agrosense.client,lib-dolphin,0.8.3-NB72
pt.lighthouselabs.obd,obd-java-api,0.5.1
pmd,pmd,4.2.4
postgresql,postgresql,8.3-603.jdbc3
eu.agrosense.client,lib-dolphin,0.8.3-NB80
pmd,pmd,4.2.5
pt.lighthouselabs.obd,obd-java-api,0.6
postgresql,postgresql,8.3-603.jdbc4
pmd,pmd,4.2.6
eu.agrosense.client,lib-dolphin,0.8.4-NB80
pt.lighthouselabs.obd,obd-java-api,0.7
postgresql,postgresql,8.3-606.jdbc3
pmd,pmd,4.3
eu.agrosense.client,lib-dolphin,1.0-RC1-NB80
pt.lighthouselabs.obd,obd-java-api,0.8
biz.kasual,materialnumberpicker,1.0.0
postgresql,postgresql,8.3-606.jdbc4
pt.lighthouselabs.obd,obd-java-api,0.9
postgresql,postgresql,8.4-701.jdbc3
biz.kasual,materialnumberpicker,1.1.0
eu.agrosense.client,lib-geotools,10.0-NB72
postgresql,postgresql,8.4-701.jdbc4
biz.kasual,materialnumberpicker,1.1.1
eu.agrosense.client,lib-geotools,10.1-NB72
postgresql,postgresql,8.4-702.jdbc3
eu.agrosense.client,lib-geotools,10.2-NB72
biz.kasual,recyclerfragment,1.0.4
postgresql,postgresql,8.4-702.jdbc4
eu.agrosense.client,lib-geotools,10.2-NB80
postgresql,postgresql,9.0-801.jdbc3
eu.agrosense.client,lib-geotools,10.3-NB80
postgresql,postgresql,9.0-801.jdbc4
eu.agrosense.client,lib-javafx,13.02-beta
postgresql,postgresql,9.1-901-1.jdbc4
eu.agrosense.client,lib-javafx,13.03-beta
postgresql,postgresql,9.1-901.jdbc3
eu.agrosense.client,lib-javafx,2.2.4-NB72
postgresql,postgresql,9.1-901.jdbc4
eu.agrosense.client,lib-javafx,2.2.7-NB72
eu.agrosense.client,lib-javafx,2.2.8-NB72
eu.agrosense.client,lib-javafx,2.2.9-NB72
redis.clients,jedis,1.3.0
redis.clients,jedis,1.3.1
redis.clients,jedis,1.4.0
redis.clients,jedis,1.5.0
javax.cache,test-domain,0.2
redis.clients,jedis,1.5.0-RC1
redis.clients,jedis,1.5.0-RC2
eu.agrosense.client,lib-miglayout,4.2-NB72
redis.clients,jedis,1.5.1
eu.agrosense.client,lib-miglayout,4.2.1-NB72
redis.clients,jedis,1.5.2
eu.agrosense.client,lib-miglayout,4.2.2-NB72
redis.clients,jedis,2.0.0
eu.agrosense.client,lib-miglayout,4.2.3-NB72
redis.clients,jedis,2.1.0
eu.agrosense.client,lib-miglayout,4.2.3-NB80
redis.clients,jedis,2.2.0
roboguice,roboguice,1.0
redis.clients,jedis,2.2.1
com.auth0,lock,1.0.0
eu.agrosense.client,lib-miglayout,4.2.4-NB80
roboguice,roboguice,1.0-RC1
redis.clients,jedis,2.3.0
eu.agrosense.client,lib-slf4j-api,1.7.5-NB72
redis.clients,jedis,2.3.1
eu.agrosense.client,lib-slf4j-api,1.7.6-NB80
redis.clients,jedis,2.4.0
eu.agrosense.client,lib-slf4j-api,1.7.7-NB80
redis.clients,jedis,2.4.1
rss4j,rss4j,0.92
redis.clients,jedis,2.4.2
redis.clients,jedis,2.5.0
rsslibj,rsslibj,1.0RC2
javax.ccpp,ccpp,1.0
redis.clients,jedis,2.5.1
redis.clients,jedis,2.5.2
redis.clients,jedis,2.6.0
redis.clients,jedis,2.6.1
redis.clients,jedis,2.6.2
sablecc,sablecc,2.18.2
sablecc,sablecc,3.1
redis.clients,jedis,2.6.3
sablecc,sablecc,3.2
redis.clients,jedis,2.7.0
redis.clients,jedis,2.7.1
redis.clients,jedis,2.7.2
javax.ejb,ejb-api,3.0
javax.ejb,ejb-api,3.0-alpha-1
redis.clients,jedis,2.7.3
redis.clients,jedis,2.8.0
redis.clients,jedis,2.8.1
javax.el,el-api,1.0
javax.el,el-api,1.1
javax.el,el-api,1.1.1-b01
javax.el,el-api,1.1.1-b02
javax.el,el-api,2.1.2-b01
javax.el,el-api,2.1.2-b02
javax.el,el-api,2.1.2-b03
javax.el,el-api,2.1.2-b04
javax.el,el-api,2.1.2-b05
javax.el,el-api,2.2
javax.el,el-api,2.2.1-b01
javax.el,el-api,2.2.1-b02
javax.el,el-api,2.2.1-b03
javax.el,el-api,2.2.1-b04
in.srain.cube,action-queue,1.0.1
in.srain.cube,clipboard-compat-manager,1.0.1
in.srain.cube,clog,1.0.1
in.srain.cube,clog,1.0.2
nz.ac.auckland.composite,composite-logging-jcl,3.2
nz.ac.auckland.composite,composite-logging-jcl,3.3
in.srain.cube,cube-sdk,1.0.39
in.srain.cube,cube-sdk,1.0.42
in.srain.cube,cube-sdk,1.0.42.1
in.srain.cube,cube-sdk,1.0.44
in.srain.cube,cube-sdk,1.0.44.34
in.srain.cube,cube-sdk,1.0.44.35
stax,stax-api,1.0
it.neokree,MaterialTabs,0.10
in.srain.cube,cube-sdk,1.0.44.36
it.neokree,MaterialTabs,0.11
in.srain.cube,cube-sdk,1.0.44.37
speexx,speexx-util,2.0.0
it.neokree,MaterialTabs,0.6
in.srain.cube,cube-sdk,1.0.44.38
it.neokree,MaterialTabs,0.7
pl.allegro.tech.hermes,hermes-api,0.7.2
it.neokree,MaterialTabs,0.7.1
pl.allegro.tech.hermes,hermes-api,0.7.3
in.srain.cube,grid-view-with-header-footer,1.0.1
it.neokree,MaterialTabs,0.9
pl.allegro.tech.hermes,hermes-api,0.7.4
in.srain.cube,grid-view-with-header-footer,1.0.10
pl.allegro.tech.hermes,hermes-api,0.7.5
in.srain.cube,grid-view-with-header-footer,1.0.11
pl.allegro.tech.hermes,hermes-api,0.7.6
in.srain.cube,grid-view-with-header-footer,1.0.12
pl.allegro.tech.hermes,hermes-api,0.8.0
javax.enterprise,cdi-api,1.0-SP2
in.srain.cube,grid-view-with-header-footer,1.0.2
javax.enterprise,cdi-api,1.0-SP3
pl.allegro.tech.hermes,hermes-api,0.8.1
in.srain.cube,grid-view-with-header-footer,1.0.3
javax.enterprise,cdi-api,1.0-SP4
pl.allegro.tech.hermes,hermes-api,0.8.2
in.srain.cube,grid-view-with-header-footer,1.0.4
javax.enterprise,cdi-api,1.1
pl.allegro.tech.hermes,hermes-api,0.8.2-rc1
in.srain.cube,grid-view-with-header-footer,1.0.5
javax.enterprise,cdi-api,1.1-20120910
pl.allegro.tech.hermes,hermes-api,0.8.2-rc2
in.srain.cube,grid-view-with-header-footer,1.0.6
spring,spring-orm,1.0.2
sshtools,j2ssh-core,0.2.2
javax.enterprise,cdi-api,1.1-20120918
pl.allegro.tech.hermes,hermes-api,0.8.3
in.srain.cube,grid-view-with-header-footer,1.0.8
sshtools,j2ssh-core,0.2.9
javax.enterprise,cdi-api,1.1-20121030
pl.allegro.tech.hermes,hermes-api,0.8.3-batch-delivery
in.srain.cube,grid-view-with-header-footer,1.0.9
javax.enterprise,cdi-api,1.1-20130121
pl.allegro.tech.hermes,hermes-api,0.8.3-hotfix1
sshtools,j2ssh-daemon,0.2.2
javax.enterprise,cdi-api,1.1-20130222
sshtools,j2ssh-daemon,0.2.9
in.srain.cube,simple-hashset,1.0.1
pl.allegro.tech.hermes,hermes-api,0.8.4
stax,stax,1.1.1-dev
javax.enterprise,cdi-api,1.1-20130305
pl.allegro.tech.hermes,hermes-api,0.8.5
stax,stax,1.1.2
javax.enterprise,cdi-api,1.1-20130403
in.srain.cube,ultra-ptr,1.0.10
pl.allegro.tech.hermes,hermes-api,0.8.5-hotfix1
stax,stax,1.2.0
javax.enterprise,cdi-api,1.1-20130918
in.srain.cube,ultra-ptr,1.0.11
pl.allegro.tech.hermes,hermes-api,0.8.5-hotfix2
stax,stax,1.2.0_rc2-dev
javax.enterprise,cdi-api,1.1-PFD
in.srain.cube,ultra-ptr,1.0.2
pl.allegro.tech.hermes,hermes-api,0.8.6
javax.enterprise,cdi-api,1.1-PRD
in.srain.cube,ultra-ptr,1.0.3
pl.allegro.tech.hermes,hermes-api,0.8.6-hotfix1
javax.enterprise,cdi-api,1.1.EDR1
stax,stax-api,1.0.1
in.srain.cube,ultra-ptr,1.0.4
javax.enterprise,cdi-api,1.1.EDR1.1
pl.allegro.tech.hermes,hermes-api,0.8.6-hotfix2
javax.enterprise,cdi-api,1.1.EDR1.2
in.srain.cube,ultra-ptr,1.0.5
pl.allegro.tech.hermes,hermes-api,0.8.6-hotfix3
